,ref,prd
103,['13_9.2.6'],"['13_9.2.6', '13_9.2.2.Guidance', '13_9.2.1.Guidance.2.', '13_9.2.5.(1)', '13_APP10.A10.1.1.Guidance.1.', '13_1.1.1.Guidance.6.', '12_2.2.4.Guidance.2.', '28_76)', '28_116)', '28_75)']"
104,['19_50)'],"['19_49)', '19_47)', '19_45)', '19_106)', '33_99)', '19_166).a)', '19_48)', '19_18)', '19_166).e)', '19_168)']"
105,['3_3.8.12'],"['6_PART 8.20.3.3.Guidance.3', '3_3.8.12', '6_PART 8.20.3.3', '39_3.14', '39_4.12', '39_2.6', '39_2.2', '6_PART 2.4.1.9.Guidance.2', '39_4.10', '6_PART 8.20.3.10']"
106,['7_6.6.7'],"['35_3.5', '19_149)', '7_6.6.7', '19_152)', '19_151)', '3_16.3.1', '3_15.11A.2', '19_105)', '3_15.1.2.Guidance.1.', '3_15.7.2']"
107,['1_8.3.2.Guidance on CDD.9.'],"['34_7)', '28_8)', '33_5)', '28_185)', '19_166).b)', '11_3.2.2', '19_166).d)', '31_5)', '30_5)', '30_14)']"
108,['3_3.7.1'],"['3_3.7.1', '3_12.1.2.(a)', '27_2.1.9', '17_Schedule 1.Part 2.Chapter 1.13.(1)', '17_Schedule 1.Part 2.Chapter 2.21.', '19_45)', '4_3.2.1', '3_2.6.4.Guidance.1', '33_67)', '17_Schedule 1.Part 2.Chapter 18.76.(4)']"
109,['1_4.5.6'],"['13_APP4.A4.3.18', '11_5.2.5', '6_PART 5.12.5.2.(1)', '30_57)', '30_28)', '11_9.3.1.Guidance.3.', '13_3.10.19.(1)', '11_5.1.7', '11_11.7.1', '6_PART 5.13.4.3.(2)']"
110,['13_APP4.A4.11.8.Guidance.1.'],"['13_APP4.A4.11.8.Guidance.1.', '13_APP4.A4.11.8', '13_4.15.3', '13_APP4.A4.10.1', '1_8.3.6.Guidance on verification of the identity of Beneficial Owners.2.', '13_APP4.A4.11.4', '13_4.15.4', '13_4.15.7.Guidance.4.', '13_APP4.A4.10.2', '1_8.3.1.(1)']"
111,"['30_58)', '30_59)']","['30_56)', '30_58)', '30_55)', '30_57)', '30_62)', '11_11.7.3', '11_11.7.6', '30_64)', '11_11.7.4', '30_59)']"
112,['13_6.2.2.Guidance.1.'],"['13_2.Introduction', '23_1.2.2', '27_2.5.13', '27_3.2.2', '11_APP 4.45.', '27_2.5.1', '14_Schedule.Part 4', '27_3.2.5', '27_6.3.3', '33_40)']"
113,"['1_8.3.2.Guidance on CDD.9.', '19_76)']","['1_8.3.2.Guidance on CDD.9.', '1_9.3.1B.Guidance.1.', '1_9.3.1B.Guidance.3.', '1_9.3.1B.Guidance.2.', '1_4.5.1.Guidance', '1_8.3.2.Guidance on CDD.8.', '1_8.3.6.Guidance on verification of the identity of Beneficial Owners.3.', '1_6.1.3.Guidance.7.', '1_6.2.1.Guidance.2.', '1_2.Guidance.9.']"
114,['17_Part 15.189.(3)'],"['17_Part 15.189.(3)', '17_Part 15.189.(4)', '2_7.4.1', '17_Part 15.192.(5)', '17_Part 15.191.(5)', '17_Part 19.Chapter 2.233.(3)', '17_Part 15.189.(1)', '17_Part 15.191.(3)', '12_7.4.1', '2_7.2.3']"
115,['3_14.11.9.Guidance.2.'],"['7_6.6.1', '7_6.6.6', '27_7.7.2', '17_Part 19.Chapter 2.233.(3)', '3_14.11.9.Guidance.2.', '39_2.7', '7_6.4.1', '11_10.2.2', '6_PART 5.16.3.1', '27_7.7.1']"
116,"['34_74)', '34_70)']","['19_121)', '34_74)', '19_187)', '34_114)', '33_124)', '33_121)', '19_155)', '19_172)', '24_3.7', '19_131)']"
117,"['1_8.1.1.Guidance.2.', '1_8.1.2.(2)']","['1_15.7.2.Guidance.2.', '1_15.Guidance.3.', '1_15.7.2.(1)', '1_15.4.1', '1_15.4.2', '1_15.7.1.(2)', '1_15.7.1.(1)', '1_12.1.2', '1_15.7.2.Guidance.1.', '1_15.1.2']"
118,['13_APP10.A10.4.10'],"['13_APP10.A10.4.10', '13_APP4.A4.7.12', '13_4.15.8.(1)', '17_Part 12.Chapter 4.149.(4)', '17_Part 12.Chapter 4.149.(2)', '22_2.2.(8)', '33_55)', '12_5.4.8', '2_6.10.6', '13_APP4.A4.7.10']"
119,['1_6.1.3.Guidance.6.'],"['1_6.1.3.Guidance.6.', '1_8.3.2.Guidance on CDD.9.', '24_3.16', '1_6.2.1.Guidance.2.', '19_45)', '1_6.1.3.Guidance.7.', '22_1.(14)', '13_6.8.1.Guidance.3.', '1_8.3.2.Guidance on CDD.8.', '24_3.18']"
120,['13_APP2.A2.1.7'],"['13_APP2.A2.1.7', '13_APP6.A6.4.3', '13_APP6.A6.4.6.(3)', '13_APP6.A6.9.2.Guidance.12.', '13_APP2.A2.1.12.(3)', '13_APP6.A6.4.2', '13_APP2.A2.1.8', '13_5.6.2', '13_5.6.1', '13_APP2.A2.1.11.(1)']"
121,['17_Part 19.Chapter 1.226.(1)'],"['17_Part 19.Chapter 1.227.(5)', '17_Part 19.Chapter 1.226.(1)', '17_Part 19.Chapter 1.227.(2)', '17_Part 19.Chapter 1.226.(3)', '17_Part 19.Chapter 1.226.(2)', '17_Part 19.Chapter 1.227.(4)', '17_Part 19.Chapter 1.224.(1)', '17_Part 19.Chapter 1.227.(7)', '17_Part 19.Chapter 1.226.(8)', '17_Part 21.251.(1)']"
122,['13_4.11.3'],"['13_4.11.3', '13_APP4.A4.1.Guidance.9.', '13_4.11.7', '13_4.14.23', '27_9.2', '13_4.13.1.Guidance', '13_4.11.9', '13_4.14.25', '13_APP4.A4.1.Guidance.10.', '3_3.4.2.(a)']"
123,"['3_3.5.1', '17_Part 6.Chapter 2.73.(2)']","['11_5.2.3.(1)', '13_7.4.1.(2)', '13_APP6.A6.9.2.Guidance.19.', '3_21.3.2', '3_3.5.1', '7_APP1.A1.1.Guidance.14.', '7_2.2.7', '10_2.5.6.Guidance', '39_5.3', '10_2.5.1.Guidance.2.']"
124,"['26_1.2', '26_1.3']","['26_2.3', '26_4.1', '26_6.1', '26_3.1', '26_5.1', '26_6.6', '26_4.17', '26_4.10', '26_4.5', '26_2.2']"
125,['32_1.4'],"['32_1.4', '18_3.1', '32_4.1', '35_1.3', '26_1.3', '32_1.3', '18_1.4', '32_2.4', '6_PART 8.20.3.3.Guidance.5', '6_PART 5.13A.7.1']"
126,['25_11.'],"['25_11.', '25_12.', '25_2.', '25_10.', '25_Definitions', '25_3.', '25_7.', '25_14.', '25_13.', '25_5.']"
127,"['3_22.4.2', '3_22.4.3']","['34_35)', '34_32)', '34_46)', '34_33)', '3_22.4.3', '34_39)', '3_22.4.1', '34_41)', '34_48)', '3_22.4.5']"
128,['1_2.Guidance.27.'],"['1_11.1.1.Guidance.5.', '23_1.2.2', '6_PART 8.20.3.11', '11_9.2.10', '7_3.3.41.(3).Guidance.7.', '1_11.1.1.(1)', '1_2.Guidance.2.', '9_3.4.1', '19_43)', '7_3.3.41.(3).Guidance.10.']"
129,['7_5.5.1.(2)'],"['7_5.5.1.(2)', '11_4.14.1', '3_9.14.5', '3_9.15.1', '13_4.14.21', '3_2.1.3', '3_9.12.5', '3_9.9.9', '3_9.12.2', '3_9.8.1.(b)']"
130,['17_Part 12.Chapter 3.148.(10)'],"['17_Part 12.Chapter 3.148.(5)', '17_Part 12.Chapter 3.148.(6)', '17_Part 12.Chapter 3.148.(10)', '12_APP4.A4.8.2', '12_APP8.A8.8.2', '12_APP6.A6.8.2', '14_Part 6.Chapter 1.45.(2)', '12_APP10.A10.2.Guidance', '6_PART 2.4.1.9.Guidance.2', '14_Schedule.Part 2']"
131,['1_2.Guidance.2.'],"['1_2.Guidance.2.', '1_2.Guidance.14.', '1_2.Guidance.1.', '1_11.1.1.Guidance.3.', '1_4.1.1.(2)', '1_6.2.1', '1_14.4.1.Guidance.1.', '1_11.1.1.Guidance.6.', '17_Part 2.Chapter 4.15A.(3)', '19_41)']"
132,['34_112)'],"['19_180)', '34_110)', '35_6.1', '33_133)', '19_182)', '34_111)', '33_128)', '34_109)', '19_179)', '33_132)']"
133,['23_3.2.6'],"['23_3.2.6', '19_113)', '23_3.2.5', '19_118)', '14_Part 5.Chapter 1.23.(3)', '3_20.5.2.Guidance.1.', '23_4.6.3', '23_3.1.1', '17_Part 11.Chapter 2.111.(1)', '17_Part 16.200.(1)']"
134,['3_3.8.2'],"['39_4.9', '3_3.8.1.Guidance.2', '3_3.8.20', '3_3.8.24', '39_4.7', '39_4.4', '3_3.8.3', '3_3.8.2', '3_3.8.24.Guidance.1', '3_3.8.19']"
135,['30_10)'],"['30_10)', '11_11.2.2', '11_11.2.2.Guidance', '30_55)', '30_56)', '30_9)', '11_11.7.6', '11_12.2.2', '30_57)', '30_62)']"
136,['7_6.6.7'],"['7_6.6.7', '3_15.1.2.Guidance.1.', '3_15.3.1', '3_15.7.2', '3_16.3.1', '19_151)', '19_149)', '3_15.5.2.Guidance.1', '35_3.5', '3_6.12.3']"
137,"['1_6.2.1', '1_4.5.3', '1_4.3.1', '1_6.1.2']","['13_6.2.2.Governing Body responsibilities.2.', '10_4.7.7', '13_6.3.2.Guidance.1.', '13_6.2.1.(1)', '13_6.Introduction.Guidance.1.', '13_6.11.2.(2)', '13_6.2.1.(3)', '13_6.4.1', '10_4.7.6', '13_6.10.Guidance']"
138,['11_12.2.4'],"['11_12.2.4', '11_10.1.7.(2)', '11_12.15.4', '11_12.2.1.Guidance', '11_12.3.2', '31_19)', '31_18)', '31_17)', '11_APP 4.1.', '31_16)']"
139,['33_101)'],"['33_101)', '33_102)', '33_67)', '33_72)', '33_14)', '19_10)', '33_66)', '29_5.1', '33_118)', '33_63)']"
140,['17_Part 12.Chapter 3.148.(9)'],"['17_Part 12.Chapter 3.142.(2)', '17_Part 12.Chapter 3.148.(9)', '17_Part 12.Chapter 3.142.(1)', '17_Part 12.Chapter 3.145.(2)', '17_Part 12.Chapter 3.146.(6)', '7_5.2.4.Guidance.2.', '17_Part 12.Chapter 3.141.(2)', '17_Part 12.Chapter 3.147.(4)', '17_Part 12.Chapter 3.145.(1)', '17_Part 12.Chapter 3.146.(2)']"
141,['9_3.5.3'],"['9_3.5.2', '9_3.5.3', '9_3.4.1', '9_3.5.4.Guidance', '9_3.5.2.Guidance', '9_3.5.6', '9_3.5.1', '9_6.2.2.(a)', '9_6.2.1.(a)', '9_3.5.7']"
142,['13_10.2.Guidance.2.'],"['13_10.2.Guidance.2.', '13_10.2.Guidance.3.', '13_APP11.A11.2.Guidance.4.', '13_APP11.A11.1.Guidance.6.', '13_APP11.A11.3.Guidance.11.', '13_APP11.A11.2.Guidance.2.', '13_6.12.2', '24_3.15', '13_APP11.A11.1.Guidance.4.', '13_4.15.11.(2)']"
143,['6_PART 8.20.3.3'],"['39_1.3', '39_3.8', '6_PART 8.20', '39_3.4', '6_PART 8.20.4.9.Guidance.1', '39_3.7', '39_4.7', '6_PART 8.20.4.7', '39_2.4', '6_PART 8.20.4.6']"
144,"['17_Part 11.Chapter 4.114.(1)', '18_3.2', '12_APP2.A2.15.Guidance.1.']","['18_3.2', '18_2.4.(e)', '4_3.2.3', '13_1.1.1.Guidance.2.', '18_1.2', '13_1.1.1.(2)', '18_3.3', '4_3.10.1', '27_3.2.5', '37_3.7']"
145,['6_APP 4.Guidance.Pricing_controls_by_the_Fund_Manager.8'],"['6_APP 4.Guidance.Pricing_controls_by_the_Fund_Manager.8', '2_6.5.2', '6_APP 4.Guidance.Pricing_controls_by_the_Fund_Manager.18', '13_APP2.A2.5.Guidance.2.', '22_2.2.(8)', '6_APP 4.Guidance.Pricing_controls_by_the_Fund_Manager.9', '13_APP6.A6.4.5.Guidance.3.', '13_APP2.A2.3.2', '6_APP 4.Guidance.Retirement_of_valuer.42', '6_APP 4.Guidance.General.5']"
146,['13_11.3.3.(1)'],"['13_11.3.3.(1)', '30_23)', '31_24)', '36_D.4.5.', '31_27)', '30_26)', '30_22)', '31_25)', '30_24)', '30_20)']"
147,['7_APP1.A1.1.Guidance.14.'],"['34_98)', '19_106)', '34_95)', '19_168)', '25_Definitions', '34_11)', '24_3.1', '33_1)', '25_3.', '24_3.3']"
148,['12_2.3.3'],"['12_2.3.3', '2_2.4.2', '14_Part 6.Chapter 2.49.(7)', '3_6.4.1.(c).Guidance.1', '17_Part 13.170.(5)', '17_Part 13.170.(2)', '12_APP2.A2.15.Guidance.5.', '3_5.10.3', '19_48)', '3_5.3.3']"
149,['6_PART 5.14.1.1.(2)'],"['6_PART 5.14.1.Guidance.1', '6_PART 5.12.3.9', '9_6.1.1.(c)', '6_PART 5.15.2.Guidance.1', '6_PART 4.9.5.3.Mandatory_statement.(1)', '6_PART 3.6.6.2.1', '17_Part 11.Chapter 3.112.(3)', '6_APP 4.Guidance.Retirement_of_valuer.45', '11_1.1.3.Guidance.5.', '39_3.15']"
150,['9_5.1.1.Guidance.(ii)'],"['13_9.2.5.(2)', '13_9.2.1.Guidance.1.', '13_APP4.A4.1.Guidance.37.', '13_APP6.A6.1.Guidance.7.', '13_9.2.1.Guidance.2.', '12_APP2.A2.13.Guidance.3.', '13_9.2.2.Guidance', '13_6.2.2.Governing Body responsibilities.2.', '10_4.7.8', '13_4.3.3.Guidance.1.']"
151,['31_82)'],"['11_12.13.3', '31_81)', '31_82)', '11_12.13.1', '11_12.13.4', '31_83)', '31_19)', '31_88)', '11_12.13.2', '31_89)']"
152,['13_4.14.68'],"['13_4.14.68', '13_4.14.8.Guidance.3.', '13_APP4.A4.10.4', '13_4.14.10', '13_4.14.9', '13_4.14.3', '13_4.14.54', '13_4.14.6', '13_4.14.8', '13_4.14.7']"
153,['2_2.4.2'],"['27_7.5.2', '33_14)', '10_3.3.15', '2_2.4.2', '29_5.2', '19_10)', '33_40)', '12_APP2.A2.6.Guidance.9.', '12_4.6.2', '19_166)']"
154,['37_4.12'],"['37_4.5.c.', '37_4.12', '37_2.6', '37_4.13.d.', '37_4.5.b.', '37_2.1', '29_3.7', '29_5.2', '33_14)', '19_10)']"
155,['36_D.2.'],"['36_D.4.2.', '36_D.5.4.', '36_D.2.1.', '36_D.2.3.', '36_D.4.1.', '36_D.7.2.', '36_D.1.3.', '36_D.7.4.', '36_D.3.5.', '36_D.3.1.']"
156,['36_D.3.5.'],"['36_D.3.5.', '36_D.2.3.', '36_D.7.7.', '36_D.5.1.', '36_D.4.', '36_D.5.5.', '36_D.4.2.', '36_D.1.4.', '36_D.1.3.', '36_D.3.3.']"
157,['12_5.6.6'],"['12_5.6.6', '12_5.4.7', '2_6.11.5', '12_5.6.9', '12_APP3.A3.1.1.Guidance.2.', '2_6.10.6', '12_5.4.12', '12_APP4.A4.7.Guidance', '12_APP5.A5.1.1.Guidance.2.', '12_APP4.A4.8.1']"
158,['13_APP2.A2.5.Guidance.10.'],"['13_APP2.A2.5.Guidance.10.', '13_APP2.A2.1.6', '13_APP2.A2.2.3.Guidance.1.', '13_APP2.A2.5.Guidance.12.', '13_APP2.A2.1.11.(1)', '13_APP2.A2.1.5.(3)', '13_APP6.A6.9.1.Guidance.1.', '13_APP2.A2.5.Guidance.11.', '13_APP2.A2.5.Guidance.13.', '22_2.2.(4)']"
159,['3_3.7.1'],"['11_12.2.1.Guidance', '31_99)', '30_140)', '11_11.2.1.Guidance', '3_18.7.1', '11_12.2.4', '1_14.2.3.Guidance.8.', '3_3.7.1', '37_4.14', '40_SECTION III.C.2.']"
160,['11_APP 4.2.'],"['11_APP 4.2.', '11_9.2.10', '11_APP 4.1.', '14_Part 5.Chapter 4.35.(5)', '11_10.1.7.(2)', '31_88)', '11_12.13.3', '14_Part 5.Chapter 1.22.(5)', '28_159)', '10_8.2.1']"
161,['13_9.2.2.(2)'],"['13_6.10.Guidance', '13_APP10.A10.1.1.Guidance.1.', '27_3.1.4', '13_6.2.2.Governing Body responsibilities.2.', '36_D.5.5.', '27_3.2.15', '13_6.2.2.Guidance.1.', '36_D.4.11.', '12_APP2.A2.3.Guidance.9.', '12_APP2.A2.3.Guidance.5.']"
162,"['1_10.2.2.Guidance.2.', '1_8.3.2.Guidance on CDD.10.']","['1_8.3.2.Guidance on CDD.10.', '3_8.2.1', '19_131)', '33_43)', '10_2.9.1', '33_45)', '19_135)', '33_61)', '34_94)', '33_56)']"
163,['1_9.1.2.Guidance.3.'],"['1_9.1.2.Guidance.3.', '1_8.1.1.(3)', '1_7.Guidance.1.', '1_8.1.2.Guidance.1.', '1_7.1.3.Guidance on the customer risk assessment.3.', '1_8.6.1', '1_8.5.1.Guidance.1.', '1_9.1.2.Guidance.2.', '1_8.1.2.Guidance.2.', '1_9.1.1.(5)']"
164,['17_Part 13.154.(2)'],"['17_Part 13.154.(2)', '17_Part 13.163.(1)', '17_Part 13.155.', '13_APP4.A4.9.8', '14_Part 6.Chapter 5.68.(4)', '14_Part 5.Chapter 2.28.(2)', '17_Part 13.154.', '14_Part 6.Chapter 6.78.(3)', '17_Part 13.169.(1)', '17_Part 13.176.(1)']"
165,['1_6.1.3.Guidance.5.'],"['1_6.1.3.Guidance.5.', '7_5.5.1.Guidance.4.', '27_2.5.11', '7_5.5.2.Guidance.1.', '18_3.4.(b)', '24_3.11', '18_APPENDIX A', '19_45)', '35_4.4', '27_2.5.4']"
166,['9_6.1.2.(b).Guidance.(i)'],"['9_6.1.2.(b).Guidance.(i)', '6_PART 5.12.1.1.Guidance.2', '6_PART 5.13.3.5', '6_PART 5.12.1.1.Guidance.1', '6_PART 5.12.4.1.(1)', '6_PART 5.12.2.1.(1)', '6_PART 3.6.1.1.(3)', '6_PART 4.9.5.2', '6_PART 4.9.5.1', '6_PART 4.9.1.Guidance.3']"
167,"['19_104)', '27_3.2.19']","['19_75)', '13_6.2.1.(3)', '13_5.2.1.(3)', '13_7.4.1.(4)', '19_74)', '19_73)', '9_3.4.1', '19_152)', '19_45)', '3_9.4.1']"
168,['13_4.3.3.Guidance.2.'],"['13_4.3.3.Guidance.2.', '13_4.4.2.(3)', '13_4.4.3', '13_4.3.1', '36_C.16.', '13_4.3.3.(2)', '36_D.3.3.', '13_4.3.2', '13_APP4.A4.1.Guidance.4.', '13_9.2.1.Guidance.2.']"
169,"['19_67)', '19_60)']","['19_140)', '19_152)', '19_113)', '19_3)', '19_160)', '3_15.12.1', '3_15.5.2', '19_154)', '19_151)', '19_139)']"
170,['3_19.21.1.(4)'],"['3_19.21.1.(4)', '3_19.21.1.(3)', '3_19.21.1.(2)', '3_19.21.1.(1)', '3_19.13.1.(4)', '3_19.12.1.(a)', '3_19.3.1', '3_19.15.2.(3)', '3_19.18.1.(2)', '3_19.21.2.(2)']"
171,['6_PART 6.18.1.3.(2)'],"['6_PART 6.18.1.3.(2)', '6_PART 6.18.1.3.(4)', '6_PART 6.18.1.3.(3)', '6_PART 6.18.1.3.(1)', '6_PART 5.16.4.3', '5_APP 1.5.', '6_PART 5.12.2.2.(1)', '6_APP 4.Guidance.Property_Fund_Valuation_function.Valuation_Report.41', '6_PART 2.4.1.4.(1)', '6_APP 7']"
172,['3_9.4.3'],"['3_9.4.3', '3_9.9.9', '3_9.9.4', '3_9.9.5.(c)', '3_9.4.1', '3_9.2.4', '3_9.9.7', '3_9.9.8', '3_9.2.6', '3_9.7.3.(a)']"
173,['19_55)'],"['10_2.5.1.Guidance.11.', '14_Part 3.Chapter 1.7.(1)', '6_PART 5.12.3.14.Guidance.3', '19_55)', '7_3.3.14', '23_2.2.4', '34_11)', '6_PART 8.20.3.11', '24_3.16', '2_2.3.4.(3)']"
174,['1_8.1.2.(2)'],"['1_8.3.1.(1)', '1_8.1.2.(2)', '1_8.7.1.Guidance.1.', '1_8.5.1.(1)', '1_8.4.1', '1_8.2.1.(1)', '1_7.1.3.Guidance on the customer risk assessment.2.', '1_8.6.1', '1_8.1.2.Guidance.1.', '1_8.4.1.Guidance.5.']"
175,"['34_38)', '34_60)']","['34_38)', '34_39)', '34_32)', '34_46)', '34_33)', '34_48)', '33_61)', '34_41)', '3_22.4.3', '34_34)']"
176,['9_6.5.1'],"['9_6.5.1.Guidance.(ii)', '9_1.1.1', '9_2.4.1.Guidance.(ix)', '35_6.2', '9_6.8.1.(a)', '9_6.Guidance', '31_96)', '30_137)', '9_6.5.Guidance', '39_3.8']"
177,['19_108)'],"['19_108)', '19_107)', '19_131)', '19_110)', '33_4)', '33_73)', '19_28)', '33_68)', '19_170)', '34_99)']"
178,['10_2.9.1'],"['10_2.9.1', '24_3.11', '1_8.3.2.Guidance on CDD.10.', '10_2.9.2', '34_70)', '10_2.9.2.Guidance', '22_1.(8)', '1_7.1.3.Guidance on high-risk customers .4.', '24_3.13', '22_1.(11)']"
179,['33_28)'],"['33_35)', '33_37)', '33_38)', '33_22)', '33_24)', '33_18)', '30_136)', '31_95)', '33_4)', '29_3.12']"
180,['10_2.13.3.Guidance.2.'],"['10_2.13.3.Guidance.2.', '10_2.12.2.Guidance.3.', '10_2.13.3.Guidance.3.', '7_7.2.5', '10_2.13.2', '17_Part 12.Chapter 1.136.', '27_6.3.9', '10_2.13.3.Guidance.1.', '10_6.4.3', '7_7.2.10']"
181,['19_183)'],"['19_185)', '19_20)', '34_114)', '19_26)', '29_4.4', '29_4.3', '33_62)', '19_35)', '33_14)', '19_125)']"
182,['13_APP6.A6.6.9'],"['13_APP6.A6.6.9', '13_APP6..A6.6.6', '13_APP6.A6.6.8', '13_APP6.A6.6.4.Guidance', '13_APP6.A6.8.13', '13_APP6.A6.1.Guidance.15.', '13_APP6.A6.9.3.Guidance.3.', '9_5.4.9', '13_APP6.A6.7.2', '13_APP6.A6.3.2']"
183,['33_111)'],"['33_111)', '19_43)', '34_60)', '21_30)', '16_Part 1.1.(1)', '24_3.12', '40_2.', '15_Part 1.1.(1)', '23_4.4.3', '1_2.Guidance.2.']"
184,['19_87)'],"['19_148)', '19_45)', '19_93)', '19_96)', '19_88)', '19_160)', '19_102)', '19_59)', '19_106)', '19_133)']"
185,['19_85)'],"['19_87)', '19_85)', '19_67)', '19_62)', '19_45)', '19_59)', '19_2)', '3_17.5', '19_86)', '33_2)']"
186,"['34_67)', '34_68)']","['34_76)', '19_131)', '34_79)', '34_77)', '33_45)', '33_57)', '34_78)', '34_91)', '19_126)', '3_8.2.1']"
187,['13_4.9.7'],"['13_4.9.19', '13_APP4.A4.3.7', '13_4.9.7', '13_4.9.20', '13_4.12.25', '13_APP4.A4.3.6', '13_APP4.A4.3.2', '13_4.9.11', '13_APP4.A4.6.15', '13_4.8.3']"
188,['28_46)'],"['28_185)', '28_119)', '28_126)', '28_37)', '28_116)', '28_26)', '28_113)', '28_89)', '28_190)', '30_77)']"
189,['33_138)'],"['33_138)', '33_131)', '33_136)', '33_139)', '11_2.4.1', '19_182)', '6_PART 2.3.3.5.(1)', '33_30)', '34_111)', '3_13.1.1.(2)']"
190,"['34_60)', '34_61)']","['34_61)', '34_62)', '34_21)', '34_64)', '34_18)', '34_28)', '34_91)', '34_29)', '34_25)', '34_2)']"
191,"['33_82)', '33_58)']","['33_55)', '33_82)', '34_84)', '33_50)', '33_56)', '33_59)', '33_43)', '33_48)', '33_61)', '33_65)']"
192,['12_6.3.3'],"['12_6.3.3', '2_2.3.2.(5)', '2_2.3.2.(4)', '12_6.3.2', '12_9.4.5', '12_3.5.2', '12_7.3.7', '12_3.2.5', '12_APP10.A10.2.5', '12_APP8.A8.10.Guidance']"
193,['34_70)'],"['34_70)', '34_77)', '34_12)', '34_79)', '34_76)', '34_81)', '34_78)', '34_83)', '34_91)', '19_131)']"
194,['30_35)'],"['30_72)', '30_35)', '30_73)', '30_69)', '11_11.8.3', '30_74)', '30_34)', '30_71)', '30_37)', '30_55)']"
195,"['39_2.7', '39_3.4']","['39_4.2', '39_3.5', '39_4.3', '39_3.6', '3_3.8.12', '3_3.8.1.Guidance.2', '3_3.8.24', '39_4.4', '6_PART 8.20.3.3', '3_3.8.1']"
196,"['7_5.6.14', '7_5.6.14.Guidance']","['1_13.3.2.Guidance.3.', '19_45)', '1_15.2.1.(1)', '40_SECTION III.C.2.', '27_8.6.8', '7_5.6.14.Guidance', '24_3.7', '1_13.3.2.Guidance.1.', '1_13.1.1', '1_13.3.2.Guidance.4.']"
197,"['30_67)', '30_68)']","['30_69)', '30_87)', '30_71)', '11_11.8.3', '30_68)', '30_67)', '30_84)', '30_73)', '30_74)', '30_95)']"
198,['6_PART 3.6.3.3'],"['6_PART 3.6.3.3', '6_PART 6.18.1.3.(1)', '6_PART 6.18.1.3.(3)', '7_8.9.3', '6_PART 3.6.3.2', '6_PART 5.11.1.6.Guidance.1', '6_PART 6.18.1.1', '6_PART 7.19.1.1', '6_PART 3.6.3.4', '7_8.9']"
199,"['27_5.3.1', '11_10.2.6', '1_11.2.1.(3)', '7_APP1.A1.1.Guidance.11.']","['1_8.1.2.Guidance.1.', '1_14.2.3.Guidance.8.', '1_8.4.1.Guidance.9.', '1_8.3.1.(1)', '1_8.4.1.Guidance.11.', '1_8.8.1.(1)', '1_8.4.1', '1_11.2.1.(3)', '1_7.Guidance.1.', '1_7.1.3.Guidance on the customer risk assessment.2.']"
200,"['7_9.8.3.Guidance.2.', '7_9.12.4.(3)', '7_9.12.5']","['7_9.12.4.(3)', '7_9.12.5', '7_9.12.4.(1)', '7_9.13.1', '7_9.12.6', '7_9.1.1.Guidance.5.', '7_9.3.3.Guidance', '7_9.8.3.Guidance.2.', '7_9.15.2', '3_3.2.4.(b)']"
201,['1_4.2.1.(2)'],"['1_4.2.1.(2)', '1_9.1.1.(4)', '1_9.1.1.(3)', '1_4.2.2.Guidance', '1_9.3.2.(1)', '1_9.3.1B.Guidance.3.', '1_9.1.2.(1)', '1_1.3.1', '1_7.1.3.(1)', '1_9.1.1.(1)']"
202,['1_5.1.1'],"['12_APP9.A9.4.Guidance', '1_6.1.3.Guidance.3.', '13_4.11.10', '13_6.3.2.Guidance.2.', '13_10.Introduction.Guidance.1.', '1_6.2.1.Guidance.1.', '1_7.1.3.Guidance on the customer risk assessment.2.', '13_3.5.6.Guidance.3.', '10_4.7.6', '1_6.2.1']"
203,['19_79)'],"['19_59)', '13_6.7.1.Guidance', '19_79)', '10_2.10.1.Guidance', '19_61)', '3_17.5', '19_65)', '19_62)', '19_81)', '17_Schedule 1.Part 2.Chapter 6.43.(1)']"
204,['11_11.10.1'],"['30_129)', '31_89)', '11_12.13.3', '11_11.10.3', '30_18)', '30_121)', '11_11.7.6', '11_12.13.1', '11_11.10.1', '31_88)']"
205,"['19_83)', '19_84)']","['19_76)', '19_45)', '19_66)', '19_56)', '19_84)', '19_87)', '19_85)', '19_92)', '19_44)', '19_83)']"
206,"['1_4.1.2', '1_2.Guidance.27.']","['1_2.Guidance.27.', '1_11.1.1.Guidance.5.', '1_2.Guidance.28.', '1_2.Guidance.2.', '33_113)', '1_11.1.1.Guidance.6.', '1_4.1.2', '1_3.2.1', '1_2.Guidance.26.', '1_4.5.4']"
207,"['12_6.6.11', '12_6.6.12']","['12_6.6.12', '2_2.3.7.(12)', '6_PART 3.7.2.1.Guidance.1', '6_PART 3.6.3.4.Guidance.1', '11_5.2.5', '10_7.4.2', '6_PART 5.12.3.13.(5)', '2_2.3.4.(3)', '13_APP4.A4.3.18', '10_5.4.1']"
208,['1_9.1.2.(1)'],"['1_9.1.2.(1)', '1_6.1.2', '1_7.1.3.(1)', '1_9.1.2.Guidance.5.', '1_2.Guidance.1.', '1_5.1.1.Guidance.4.', '1_4.2.1.(2)', '7_3.3.1.(2).Guidance.1.', '30_69)', '7_9.3.2']"
