,ref,prd
102,"['1_4.3.1', '6_PART 6.18.1.3.(4)', '7_3.3.31.(3)', '6_APP 4.Guidance.Pricing_controls_by_the_Fund_Manager.15', '13_4.15.3']","['1_4.3.1', '1_9.3.2.(1)', '1_10.2.2.Guidance.2.', '1_7.2.4', '1_4.2.1.(2)', '1_15.2.1.(1)', '1_4.1.1.(2)', '1_6.1.2', '6_PART 5.13.2.1.Guidance.3', '37_4.13.a.']"
103,['13_9.2.6'],"['13_9.2.6', '13_9.2.2.Guidance', '13_9.2.5.(1)', '13_9.2.1.Guidance.2.', '12_2.2.4.Guidance.2.', '13_9.2.7.(1)', '28_75)', '13_APP10.A10.1.1.Guidance.1.', '13_8.3.Guidance', '13_APP10.A10.1.1.(1)']"
104,['19_50)'],"['19_47)', '19_49)', '19_106)', '19_48)', '33_99)', '19_179)', '19_166).a)', '29_4.3', '4_4.3.2.Guidance.2.', '13_6.6.1.Guidance.2.']"
105,['3_3.8.12'],"['6_PART 8.20.3.3.Guidance.3', '3_3.8.12', '6_PART 8.20.3.3', '39_3.14', '39_4.12', '39_2.6', '6_PART 2.4.1.9.Guidance.2', '6_PART 8.20.3.5', '6_PART 8.20.1.2.Guidance.2', '3_3.8.5.Guidance.2']"
106,['7_6.6.7'],"['3_15.1.2.Guidance.1.', '3_15.11A.2', '19_152)', '19_149)', '3_15.2.2', '7_6.6.7', '19_151)', '3_15.2.1', '3_15.4.2', '3_6.12.3.Guidance.1']"
107,['1_8.3.2.Guidance on CDD.9.'],"['11_3.2.2', '34_7)', '28_8)', '3_6.1', '33_5)', '6_PART 5.12.6.1.(5)', '19_130)', '17_Schedule 2.33.(2)', '6_PART 5.12.1.1.(2)', '13_6.1.1.Guidance']"
108,['3_3.7.1'],"['27_2.1.9', '3_3.7.1', '17_Schedule 1.Part 2.Chapter 1.13.(1)', '3_12.1.2.(a)', '17_Schedule 1.Part 2.Chapter 2.21.', '12_APP2.A2.5.Guidance.9.', '4_3.2.1', '9_2.3.3.Guidance.(iv)', '22_5.7.(8)', '3_2.6.4.Guidance.1']"
109,['1_4.5.6'],"['6_PART 5.12.5.2.(1)', '11_5.2.5', '13_APP4.A4.3.18', '30_57)', '6_PART 5.13.4.3.(2)', '30_28)', '6_APP 4.Guidance.General.3', '11_6.2.17.(3)', '11_12.10.1.Guidance', '30_71)']"
110,['13_APP4.A4.11.8.Guidance.1.'],"['13_APP4.A4.11.8.Guidance.1.', '13_APP4.A4.11.8', '1_8.3.6.Guidance on verification of the identity of Beneficial Owners.2.', '13_4.15.4', '13_4.15.3', '13_APP4.A4.11.4', '1_8.3.1.(3)', '13_APP4.A4.11.6.(1)', '13_4.15.7.Guidance.4.', '13_APP4.A4.11.5.(2)']"
111,"['30_58)', '30_59)']","['30_58)', '30_55)', '30_57)', '30_62)', '30_56)', '11_11.7.5', '11_11.7.3', '11_11.7.6', '30_59)', '30_64)']"
112,['13_6.2.2.Guidance.1.'],"['27_2.2.3', '11_APP 4.45.', '13_2.Introduction', '27_2.5.1', '27_3.2.5', '27_3.2.2', '13_APP2.A2.5.Guidance.1.', '13_2.4.Guidance.2.', '27_6.3.3', '27_2.5.13']"
113,"['1_8.3.2.Guidance on CDD.9.', '19_76)']","['1_9.3.1B.Guidance.1.', '1_8.3.2.Guidance on CDD.9.', '1_9.3.1B.Guidance.3.', '1_9.3.1B.Guidance.2.', '1_8.3.6.Guidance on verification of the identity of Beneficial Owners.3.', '1_8.3.2.Guidance on CDD.8.', '1_4.5.1.Guidance', '1_6.1.3.Guidance.7.', '1_2.Guidance.9.', '1_9.3.1B.Guidance.4.']"
114,['17_Part 15.189.(3)'],"['17_Part 15.189.(3)', '17_Part 15.192.(5)', '17_Part 15.191.(5)', '17_Part 15.191.', '17_Part 19.Chapter 2.233.(3)', '17_Part 15.189.(4)', '17_Part 15.192.', '17_Part 15.195.', '12_6.6.6', '2_2.3.7.(6)']"
115,['3_14.11.9.Guidance.2.'],"['7_6.6.1', '12_7.5', '2_7.6', '17_Part 19.Chapter 2.233.(3)', '7_6.6.6', '3_14.11.9.Guidance.2.', '7_6.4.1', '11_10.2.2', '6_PART 5.16.3.1', '39_2.7']"
116,"['34_74)', '34_70)']","['19_121)', '34_74)', '33_121)', '19_187)', '33_124)', '19_172)', '19_111)', '19_155)', '34_114)', '34_32)']"
117,"['1_8.1.1.Guidance.2.', '1_8.1.2.(2)']","['1_15.7.2.Guidance.2.', '1_15.7.1.(1)', '1_15.4.1', '1_15.Guidance.3.', '1_15.3', '1_15.2', '1_15.4.2', '1_12.1.2', '1_15.1.2', '1_15.7.2.Guidance.1.']"
118,['13_APP10.A10.4.10'],"['13_APP10.A10.4.10', '17_Part 12.Chapter 4.149.(4)', '17_Part 12.Chapter 4.149.(2)', '12_5.4.8', '2_6.10.6', '13_APP4.A4.7.10', '13_APP4.A4.7.12', '33_55)', '17_Part 12.Chapter 4.149.(1)', '33_53)']"
119,['1_6.1.3.Guidance.6.'],"['1_6.1.3.Guidance.6.', '1_8.3.2.Guidance on CDD.9.', '1_6.1.3.Guidance.7.', '1_6.2.1.Guidance.2.', '1_6.1.3.Guidance.3.', '1_8.3.2.Guidance on CDD.8.', '1_9.3.1B.Guidance.3.', '1_8.3.6.Guidance on verification of the identity of Beneficial Owners.3.', '19_4)', '1_6.1.3.Guidance.5.']"
120,['13_APP2.A2.1.7'],"['13_APP2.A2.1.7', '13_APP6.A6.4.3', '13_APP6.A6.4.6.(3)', '13_APP6.A6.4.5', '13_APP6.A6.4.2', '13_APP2.A2.1.8', '13_APP6.A6.9.2.Guidance.12.', '13_5.6.1', '13_APP2.A2.1.12.(3)', '13_5.6.2']"
121,['17_Part 19.Chapter 1.226.(1)'],"['17_Part 19.Chapter 1.227.(5)', '17_Part 19.Chapter 1.226.(1)', '17_Part 19.Chapter 1.227.(2)', '17_Part 19.Chapter 1.226.(3)', '17_Part 19.Chapter 1.226.(2)', '17_Part 19.Chapter 1.227.(4)', '17_Part 19.Chapter 1.224.(1)', '17_Part 19.Chapter 1.227.(7)', '17_Part 19.Chapter 1.226.(8)', '17_Part 21.251.(1)']"
122,['13_4.11.3'],"['13_4.11.3', '13_APP4.A4.1.Guidance.9.', '13_4.11.7', '27_9.2', '13_4.11.9', '13_4.14.25', '13_4.5.1.(2)', '11_2.1.1.Guidance.1.', '13_4.14.20', '13_4.14.14']"
123,"['3_3.5.1', '17_Part 6.Chapter 2.73.(2)']","['3_3.5.1', '11_5.2.3.(1)', '7_2.2.7', '13_APP6.A6.9.2.Guidance.19.', '7_APP1.A1.1.Guidance.14.', '7_3.3.23', '3_6.4.6.(a).Guidance.1', '13_APP6.A6.9.2.Guidance.16.', '7_3.3.19.(1).Guidance.2.', '3_3.5.4.(a)']"
124,"['26_1.2', '26_1.3']","['26_2.3', '26_4.1', '26_6.1', '26_4.5', '26_3.1', '26_4.10', '26_2.2', '26_4.17', '26_4.3', '26_5.1']"
125,['32_1.4'],"['32_1.4', '32_1.3', '18_1.4', '32_2.4', '32_4.1', '18_3.1', '35_1.3', '26_1.3', '32_3.2', '18_2.5']"
126,['25_11.'],"['25_11.', '25_12.', '25_2.', '25_14.', '25_10.', '25_7.', '25_3.', '25_13.', '25_4.', '7_3.3.42.(3).Guidance.3.']"
127,"['3_22.4.2', '3_22.4.3']","['34_35)', '34_46)', '34_33)', '34_32)', '3_22.4.1', '34_48)', '34_41)', '34_39)', '3_22.4.3', '34_37)']"
128,['1_2.Guidance.27.'],"['6_PART 8.20.3.11', '1_11.1.1.(1)', '1_11.1.1.Guidance.5.', '16_Part 4.9.(3)', '11_9.2.10', '7_3.3.14', '7_3.3.41.(3).Guidance.10.', '1_4.2.1.(1)', '11_APP 4.1.', '5_6.3.2']"
129,['7_5.5.1.(2)'],"['7_5.5.1.(2)', '3_9.8.1.(b)', '11_4.14.1', '3_9.12.2', '3_9.14.5', '3_9.12.5', '3_9.9.9', '3_9.15.1', '3_2.1.3', '3_9.7.1']"
130,['17_Part 12.Chapter 3.148.(10)'],"['17_Part 12.Chapter 3.148.(5)', '17_Part 12.Chapter 3.148.(6)', '17_Part 12.Chapter 3.148.(10)', '12_APP4.A4.8.2', '12_APP8.A8.8.2', '12_APP6.A6.8.2', '6_PART 2.4.1.9.Guidance.2', '12_APP10.A10.1.2', '12_APP10.A10.2.Guidance', '13_APP4.A4.11.6.Guidance']"
131,['1_2.Guidance.2.'],"['1_2.Guidance.14.', '1_2.Guidance.2.', '1_11.1.1.Guidance.3.', '1_4.1.1.(2)', '1_2.Guidance.1.', '1_14.4.1.Guidance.1.', '1_1.1.1.(2)', '1_4.1.2', '1_1.3.1', '17_Part 2.Chapter 4.15B.(3)']"
132,['34_112)'],"['33_128)', '19_182)', '19_180)', '34_109)', '34_111)', '33_129)', '34_110)', '33_130)', '19_179)', '19_181)']"
133,['23_3.2.6'],"['23_3.2.6', '19_113)', '23_3.2.5', '3_20.5.2.Guidance.1.', '19_115)', '17_Part 22.257.(2)', '23_4.6.3', '19_118)', '33_114)', '17_Part 16.200.(1)']"
134,['3_3.8.2'],"['3_3.8.1.Guidance.2', '3_3.8.2', '39_4.4', '3_3.8.3', '3_3.8.19', '3_3.8.24.Guidance.1', '39_4.7', '39_4.9', '3_3.8.22.Guidance.1', '39_4.5']"
135,['30_10)'],"['30_10)', '11_11.2.2', '11_11.2.2.Guidance', '30_55)', '11_12.2.2', '30_9)', '30_11)', '30_57)', '30_56)', '11_11.2.3']"
136,['7_6.6.7'],"['3_15.1.2.Guidance.1.', '7_6.6.7', '3_15.3.1', '3_15.7.2', '19_151)', '3_15.11A.2', '19_149)', '3_15.3.2', '3_15.4.2', '3_15.12.1']"
137,"['1_6.2.1', '1_4.5.3', '1_4.3.1', '1_6.1.2']","['13_6.2.1.(1)', '10_4.7.7', '13_6.Introduction.Guidance.1.', '13_6.2.1.(3)', '10_4.7.6', '13_6.2.2.Governing Body responsibilities.2.', '13_6.2.2.Guidance.2.', '13_6.4.1', '13_6.11.2.(2)', '13_6.3.2.Guidance.1.']"
138,['11_12.2.4'],"['31_18)', '31_17)', '11_12.15.4', '31_16)', '31_19)', '11_12.2.1.Guidance', '31_27)', '11_12.2.2', '11_APP 4.1.', '11_12.2.4']"
139,['33_101)'],"['33_101)', '33_102)', '33_67)', '33_72)', '33_66)', '33_63)', '33_64)', '29_3.1', '33_118)', '24_1.1']"
140,['17_Part 12.Chapter 3.148.(9)'],"['17_Part 12.Chapter 3.142.(2)', '17_Part 12.Chapter 3.148.(9)', '17_Part 12.Chapter 3.142.(1)', '17_Part 12.Chapter 3.145.(1)', '17_Part 12.Chapter 3.145.(2)', '17_Part 12.Chapter 3.141.(2)', '17_Part 12.Chapter 3.146.(6)', '7_5.2.4.Guidance.2.', '17_Part 12.Chapter 3', '17_Part 12']"
141,['9_3.5.3'],"['9_3.5.2', '9_3.5.3', '9_3.5.6', '9_3.5.4.Guidance', '9_3.5.2.Guidance', '9_3.7.1', '9_6.2.1.(a)', '9_6.2.2.(a)', '9_3.5.7', '9_7.3.1']"
142,['13_10.2.Guidance.2.'],"['13_10.2.Guidance.2.', '13_10.2.Guidance.3.', '13_APP11.A11.2.Guidance.4.', '13_APP11.A11.1.Guidance.6.', '13_APP11.A11.1.Guidance.4.', '13_APP11.A11.2.Guidance.2.', '13_APP11.A11.3.Guidance.11.', '13_6.12.2', '13_APP11.A11.1.Guidance.3.', '24_3.15']"
143,['6_PART 8.20.3.3'],"['6_PART 8.20', '39_1.3', '39_3.', '6_PART 8.20.4.9.Guidance.1', '39_3.7', '39_3.8', '39_3.4', '6_PART 8.20.4.6', '6_PART 8.20.4.7', '39_2.4']"
144,"['17_Part 11.Chapter 4.114.(1)', '18_3.2', '12_APP2.A2.15.Guidance.1.']","['18_3.2', '18_2.4.(e)', '4_3.2.3', '13_1.1.1.Guidance.2.', '18_1.2', '13_1.1.1.(2)', '37_3.7', '4_3.8', '18_3.3', '27_3.2.5']"
145,['6_APP 4.Guidance.Pricing_controls_by_the_Fund_Manager.8'],"['6_APP 4.Guidance.Pricing_controls_by_the_Fund_Manager.8', '2_6.5.2', '6_APP 4.Guidance.Retirement_of_valuer.42', '13_APP6.A6.4.5.Guidance.3.', '2_6.8.2', '6_APP 4.Guidance.Pricing_controls_by_the_Fund_Manager.18', '6_APP 4.Guidance.General.5', '6_APP 4.Guidance.Pricing_controls_by_the_Fund_Manager.9', '14_Part 5.Chapter 4.41.(3)', '14_Part 5.Chapter 4.41.(1)']"
146,['13_11.3.3.(1)'],"['13_11.3.3.(1)', '36_D.4.5.', '31_27)', '30_26)', '30_23)', '31_24)', '31_26)', '30_25)', '31_25)', '30_24)']"
147,['7_APP1.A1.1.Guidance.14.'],"['34_11)', '34_98)', '19_106)', '24_3.3', '34_95)', '19_168)', '19_166)', '34_80)', '25_4.', '24_3.4']"
148,['12_2.3.3'],"['3_6.4.1.(c).Guidance.1', '3_5.3.3', '12_2.3.3', '3_5.10.3', '3_14.13.6.Guidance.4.', '9_5.4.4.Guidance.(iv)', '2_2.4.2', '40_SECTION VII.D.3.', '19_48)', '10_2.5.1.Guidance.7.']"
149,['6_PART 5.14.1.1.(2)'],"['9_6.1.1.(c)', '6_PART 5.14.1.Guidance.1', '6_APP 4.Guidance.Retirement_of_valuer.45', '11_1.1.3.Guidance.5.', '17_Part 11.Chapter 3.112.(3)', '6_PART 5.13.5.2.(3)', '9_6.1.3.(b)', '9_6.8.2.(c)', '6_PART 5.13.2.1.Guidance.4', '4_8.2.1']"
150,['9_5.1.1.Guidance.(ii)'],"['13_9.2.5.(2)', '13_9.2.1.Guidance.1.', '13_APP4.A4.1.Guidance.37.', '13_APP6.A6.1.Guidance.7.', '10_4.7.8', '13_9.2.1.Guidance.2.', '13_9.2.2.(2)', '13_7.4.1.Guidance.1.', '13_7.2.6.(2)', '13_9.2.2.Guidance']"
151,['31_82)'],"['31_82)', '11_12.13.3', '11_12.13.4', '31_81)', '31_83)', '11_12.13.2', '31_88)', '31_19)', '11_1.2.Guidance.10.', '11_12.13.1']"
152,['13_4.14.68'],"['13_4.14.68', '13_4.14.8.Guidance.3.', '13_4.14.8', '13_4.14.10', '13_4.14.8.Guidance.1.', '13_4.14.51', '13_4.14.11', '13_APP4.A4.10.4', '13_4.14.55', '13_4.14.5']"
153,['2_2.4.2'],"['19_166)', '27_7.5.2', '10_3.3.15', '12_APP9.A9.2.1', '12_6.6.9', '12_6.6.7', '12_6.6.1', '2_2.3.7.(11)', '12_4.6.2', '27_9.2']"
154,['37_4.12'],"['37_4.12', '37_4.5.c.', '37_4.13.d.', '37_2.1', '37_2.6', '37_4.9.b.', '37_3.2', '37_4.2', '37_3.14', '37_4.11']"
155,['36_D.2.'],"['36_D.4.2.', '36_D.5.4.', '36_D.2.1.', '36_D.4.1.', '36_D.2.3.', '36_D.1.3.', '36_D.7.2.', '36_D.3.5.', '36_D.7.4.', '36_D.3.1.']"
156,['36_D.3.5.'],"['36_D.3.5.', '36_D.2.3.', '36_D.7.7.', '36_D.4.', '36_D.5.1.', '36_D.1.3.', '36_D.2.2.', '36_D.3.3.', '36_D.3.', '36_D.4.2.']"
157,['12_5.6.6'],"['12_5.6.6', '12_5.4.7', '2_6.11.5', '12_APP3.A3.1.1.Guidance.2.', '12_5.6.9', '12_5.6.5', '2_6.10.6', '12_APP5.A5.1.1.Guidance.2.', '12_APP7.A7.1.1.Guidance.2.', '12_5.4.12']"
158,['13_APP2.A2.5.Guidance.10.'],"['13_APP2.A2.5.Guidance.10.', '13_APP2.A2.1.6', '13_APP2.A2.1.11.(1)', '13_APP2.A2.5.Guidance.12.', '13_APP2.A2.1.5.(3)', '13_APP2.A2.5.Guidance.13.', '13_APP2.A2.5.Guidance.11.', '13_APP5.A5.1', '13_APP2.A2.2.3.Guidance.1.', '13_APP6.A6.9.1.Guidance.4.']"
159,['3_3.7.1'],"['11_12.2.1.Guidance', '11_11.2.1.Guidance', '37_4.14', '31_99)', '30_140)', '1_2.Guidance.7.', '28_135)', '3_2.4.2.(b)', '3_18.7.1', '25_7.']"
160,['11_APP 4.2.'],"['11_APP 4.2.', '11_9.2.10', '11_APP 4.1.', '14_Part 5.Chapter 1.22.(5)', '31_18)', '31_17)', '31_88)', '11_9.2.2.Guidance.1.', '11_APP 4.6.', '31_16)']"
161,['13_9.2.2.(2)'],"['27_3.1.4', '36_D.5.5.', '36_D.4.11.', '12_APP2.A2.3.Guidance.5.', '27_3.2.15', '13_APP10.A10.1.1.Guidance.1.', '13_6.2.2.Guidance.1.', '13_6.2.2.Governing Body responsibilities.2.', '12_2.2.1', '1_7.Guidance.2.']"
162,"['1_10.2.2.Guidance.2.', '1_8.3.2.Guidance on CDD.10.']","['1_8.3.2.Guidance on CDD.10.', '3_8.2.1', '10_2.9.1', '33_43)', '33_45)', '19_135)', '10_2.9.2', '19_131)', '33_56)', '27_5.8.2']"
163,['1_9.1.2.Guidance.3.'],"['1_9.1.2.Guidance.3.', '1_8.1.1.(3)', '1_7.Guidance.1.', '1_7.1.3.Guidance on the customer risk assessment.3.', '1_8.1.2.Guidance.1.', '1_8.5.1.Guidance.1.', '1_8.1.2.Guidance.2.', '1_9.1.2.Guidance.2.', '1_9.1.1.(5)', '6_APP 4.Guidance.Property_Fund_Valuation_function.Valuation_function.39']"
164,['17_Part 13.154.(2)'],"['17_Part 13.154.(2)', '17_Part 13.155.', '17_Part 13.154.', '17_Part 13.163.(1)', '14_Part 6.Chapter 6.78.(3)', '17_Part 13.169.(1)', '17_Part 13.176.', '14_Part 6.Chapter 5.68.(4)', '17_Part 13.176.(1)', '17_Part 13.168.(1)']"
165,['1_6.1.3.Guidance.5.'],"['1_6.1.3.Guidance.5.', '7_5.5.1.Guidance.4.', '27_2.5.11', '7_5.3.6', '7_5.5.2.Guidance.1.', '24_3.11', '18_3.4.(b)', '36_D.1.3.', '7_5.3.8', '36_D.3.4.']"
166,['9_6.1.2.(b).Guidance.(i)'],"['9_6.1.2.(b).Guidance.(i)', '6_PART 5.12.1.1.Guidance.2', '6_PART 5.12.1.1.Guidance.1', '6_PART 4.9.1.Guidance.3', '9_6.1.3.(a)', '9_6.1.3.(b)', '6_PART 5.13.4.7.(1)', '6_PART 5.12.4.1.(1)', '6_PART 4.9.5.2', '6_PART 4.9.5.1']"
167,"['19_104)', '27_3.2.19']","['19_75)', '13_6.2.1.(3)', '13_5.2.1.(3)', '13_7.4.1.(4)', '19_73)', '13_APP2.A2.2.2', '19_152)', '13_4.5.9', '17_Part 17.204.', '19_74)']"
168,['13_4.3.3.Guidance.2.'],"['13_4.4.2.(3)', '13_4.3.3.Guidance.2.', '36_C.16.', '13_4.3.3.(2)', '13_4.3.1', '36_D.3.3.', '13_APP4.A4.1.Guidance.2.', '13_APP4.A4.1.Guidance.4.', '13_APP4.A4.1.Guidance.5.', '13_4.4.3']"
169,"['19_67)', '19_60)']","['19_140)', '19_152)', '3_15.5.2', '3_15.12.1', '19_3)', '19_113)', '19_160)', '19_154)', '19_150)', '19_155)']"
170,['3_19.21.1.(4)'],"['3_19.21.1.(4)', '3_19.21.1.(3)', '3_19.21.1.(2)', '3_19.21.1.(1)', '3_19.12.1.(a)', '3_19.13.1.(4)', '3_19.15.2.(3)', '3_19.15.2.(1)', '3_19.21.2.(2)', '3_14.3.2.Guidance.1.']"
171,['6_PART 6.18.1.3.(2)'],"['6_PART 6.18.1.3.(2)', '6_PART 6.18.1.3.(4)', '6_PART 6.18.1.3.(3)', '6_PART 2.4.1.4.(1)', '6_PART 6.18.1.3.(1)', '6_PART 4.9.4.1.(1)', '6_PART 5.11.1.4.(2)', '6_PART 5.12.4.2.(1)', '17_Part 11.Chapter 2.111.(2)', '17_Part 11.Chapter 4.116.(1)']"
172,['3_9.4.3'],"['3_9.4.3', '3_9.9.9', '3_9.9.4', '3_9.9.5.(c)', '3_9.2.4', '3_9.7.3.(a)', '3_9.9.7', '3_9.8.7', '3_9.9.5.(b)', '3_9.4.1']"
173,['19_55)'],"['7_3.3.14', '14_Part 3.Chapter 1.7.(1)', '19_55)', '10_2.5.1.Guidance.11.', '7_4.4.1.(3)', '6_PART 5.12.3.14.Guidance.3', '6_PART 8.20.3.11', '16_Part 4.9.(3)', '19_54)', '34_11)']"
174,['1_8.1.2.(2)'],"['1_8.3.1.(1)', '1_8.7.1.Guidance.1.', '1_8.4.1.Guidance.5.', '1_8.1.2.(2)', '1_7.1.3.Guidance on the customer risk assessment.2.', '1_9.1.2.Guidance.2.', '1_8.2.2.(1)', '1_8.1.2.Guidance.1.', '1_8.5.1.(1)', '1_7.Guidance.4.']"
175,"['34_38)', '34_60)']","['34_38)', '34_48)', '34_46)', '34_33)', '34_32)', '34_39)', '34_41)', '34_35)', '3_22.4.3', '34_34)']"
176,['9_6.5.1'],"['9_1.1.1', '9_6.8.1.(a)', '9_7.1.1.(c)', '9_6.5', '9_6.1.1.(c)', '9_6.5.1.Guidance.(ii)', '9_6.5.Guidance', '35_6.2', '9_3.3.1.Guidance.(c)', '9_7.1.1.(c).Guidance.(i)']"
177,['19_108)'],"['19_108)', '19_107)', '19_123)', '19_28)', '19_134)', '19_110)', '29_4.3', '33_68)', '19_21)', '19_170)']"
178,['10_2.9.1'],"['10_2.9.1', '10_2.9.2', '24_3.11', '1_8.3.2.Guidance on CDD.10.', '22_1.(8)', '22_1.(11)', '10_2.9.2.Guidance', '1_13.1', '34_70)', '1_8.1.2.Guidance.3.']"
179,['33_28)'],"['33_22)', '33_35)', '33_24)', '33_37)', '33_18)', '33_38)', '30_136)', '30_138)', '33_114)', '31_95)']"
180,['10_2.13.3.Guidance.2.'],"['10_2.13.3.Guidance.2.', '10_2.13.2', '7_7.2.5', '17_Part 12.Chapter 1.136.', '10_2.13.3.Guidance.1.', '10_6.4.3', '10_2.12.2.Guidance.3.', '27_6.3.9', '10_2.13.3.Guidance.3.', '10_6.4.5']"
181,['19_183)'],"['19_185)', '19_26)', '19_125)', '19_20)', '29_4.3', '19_16)', '19_35)', '33_62)', '29_4.4', '19_30)']"
182,['13_APP6.A6.6.9'],"['13_APP6.A6.6.9', '13_APP6..A6.6.6', '9_5.4.9', '13_APP6.A6.8.13', '13_APP6.A6.6.4.Guidance', '9_5.4.13.(b)', '13_APP6.A6.1.Guidance.15.', '13_5.10.1.Guidance.1.', '13_APP6.A6.7.3.Guidance', '13_APP6.A6.6.8']"
183,['33_111)'],"['33_111)', '19_43)', '34_60)', '21_30)', '24_3.12', '23_4.4.3', '16_Part 1.1.(1)', '40_2.', '36_A.1.', '16_Part 3.6.(2)']"
184,['19_87)'],"['19_88)', '19_96)', '19_93)', '19_148)', '19_157)', '19_89)', '19_160)', '19_139)', '19_102)', '33_62)']"
185,['19_85)'],"['19_87)', '19_67)', '19_86)', '19_62)', '19_85)', '19_2)', '19_59)', '19_71)', '19_92)', '29_4.4']"
186,"['34_67)', '34_68)']","['34_76)', '34_77)', '34_78)', '34_79)', '33_45)', '33_57)', '33_68)', '34_91)', '34_86)', '19_126)']"
187,['13_4.9.7'],"['13_4.9.19', '13_4.9.7', '13_APP4.A4.3.7', '13_4.9.20', '13_4.9.11', '13_APP4.A4.3.2', '13_4.12.25', '13_APP4.A4.3.6', '13_APP4.A4.6.15', '13_APP4.A4.3.27']"
188,['28_46)'],"['28_119)', '28_46)', '28_116)', '28_89)', '28_190)', '28_185)', '11_3.6.4', '11_7.3.6', '28_37)', '28_118)']"
189,['33_138)'],"['33_138)', '33_136)', '33_131)', '33_139)', '3_13.1.1.(2)', '34_115)', '13_1.1.1.(1)', '19_182)', '34_111)', '4_3.11.7.Guidance']"
190,"['34_60)', '34_61)']","['34_61)', '34_28)', '34_21)', '34_18)', '34_64)', '34_29)', '27_6.7.3', '34_100)', '34_109)', '34_2)']"
191,"['33_82)', '33_58)']","['33_82)', '33_55)', '33_56)', '34_84)', '33_50)', '33_48)', '33_80)', '34_90)', '33_59)', '34_88)']"
192,['12_6.3.3'],"['12_6.3.3', '2_2.3.2.(5)', '2_2.3.2.(4)', '12_6.3.2', '12_3.2.5', '12_7.3.7', '2_7.3.7', '2_7.4.2', '12_4.5.2', '12_APP10.A10.2.5']"
193,['34_70)'],"['34_70)', '34_77)', '34_76)', '34_79)', '34_81)', '34_78)', '34_12)', '17_Part 12.Chapter 4.149.(3)', '3_8.2.1.Guidance.2', '34_83)']"
194,['30_35)'],"['30_73)', '30_72)', '30_35)', '30_74)', '30_34)', '30_37)', '11_11.8.3', '30_69)', '30_71)', '11_11.8.1']"
195,"['39_2.7', '39_3.4']","['39_4.2', '39_3.5', '39_4.3', '39_3.6', '3_3.8.1.Guidance.2', '39_4.4', '3_3.8.3', '3_3.8.24', '3_3.8.22.Guidance.1', '3_3.8.23']"
196,"['7_5.6.14', '7_5.6.14.Guidance']","['1_13.3.2.Guidance.3.', '7_5.6.14.Guidance', '1_15.2.1.(1)', '1_13.3.2.Guidance.4.', '1_13.3.2.Guidance.1.', '1_4.5.7', '1_13.3.1', '11_2.3.5', '3_19.18', '1_13.2.1']"
197,"['30_67)', '30_68)']","['30_87)', '30_71)', '30_69)', '30_68)', '30_84)', '11_11.8.3', '30_67)', '30_73)', '30_74)', '30_17)']"
198,['6_PART 3.6.3.3'],"['6_PART 3.6.3.3', '7_8.9.3', '6_PART 3.6.3.2', '7_8.9', '6_PART 6.18.1.3.(1)', '6_PART 6.18.1.1', '6_PART 7.19.1.1', '7_8.9.4', '7_8.9.1.Guidance.1.', '6_PART 5.12.6.1.(4)']"
199,"['27_5.3.1', '11_10.2.6', '1_11.2.1.(3)', '7_APP1.A1.1.Guidance.11.']","['1_8.4.1.Guidance.11.', '1_8.1.2.Guidance.1.', '1_8.4.1.Guidance.9.', '1_14.2.3.Guidance.8.', '1_8.3.2.Guidance on CDD.5.', '1_7.Guidance.1.', '1_8.6', '1_8.8.1.(1)', '1_8.3.1.(1)', '1_8.4.1']"
200,"['7_9.8.3.Guidance.2.', '7_9.12.4.(3)', '7_9.12.5']","['7_9.12.4.(3)', '7_9.12.5', '7_9.12.4.(1)', '7_9.13.1', '7_9.3.3.Guidance', '7_9.12.6', '7_9.1.1.Guidance.5.', '7_9.8.1', '7_9.8.3.Guidance.2.', '1_3.2.Guidance.4.']"
201,['1_4.2.1.(2)'],"['1_4.2.1.(2)', '1_4.2.2.Guidance', '1_9.1.1.(4)', '1_9.3.2.(1)', '1_9.1.1.(3)', '1_1.3.1', '1_10.2.2.Guidance.2.', '1_9.1.2.(1)', '1_9.3.1B.Guidance.3.', '1_9.1.2.Guidance.5.']"
202,['1_5.1.1'],"['12_APP9.A9.4.Guidance', '1_6.1.3.Guidance.3.', '1_6.2.1.Guidance.1.', '12_APP9.A9.4', '12_APP9.A9.3', '12_APP9.A9.2', '13_6.3.2.Guidance.2.', '12_APP9.A9.5', '13_3.5.6.Guidance.3.', '13_4.11.10']"
203,['19_79)'],"['19_79)', '19_59)', '13_6.7.1.Guidance', '19_65)', '19_61)', '10_2.10.1.Guidance', '19_62)', '17_Schedule 1.Part 2.Chapter 6.43.(1)', '19_58)', '19_81)']"
204,['11_11.10.1'],"['11_11.11.1', '30_127)', '31_88)', '30_128)', '30_16)', '30_129)', '31_87)', '31_89)', '30_18)', '11_11.11.2']"
205,"['19_83)', '19_84)']","['19_76)', '19_84)', '19_66)', '19_56)', '19_87)', '19_92)', '19_58)', '19_83)', '19_44)', '1_9.2.1.Guidance']"
206,"['1_4.1.2', '1_2.Guidance.27.']","['1_2.Guidance.27.', '1_2.Guidance.28.', '1_11.1.1.Guidance.5.', '1_4.1.2', '1_2.Guidance.26.', '33_113)', '1_11.1.1.Guidance.6.', '22_1.(8)', '1_11.1.1.Guidance.3.', '22_1.(11)']"
